ID_REF	GSM783365 	GSM783366	GSM783367	GSM783368	GSM783369	GSM783370	GSM783371	GSM783372	GSM783373	GSM783374	GSM783375	GSM783376	GSM783377	GSM783378	GSM783379	GSM783380	GSM783381	GSM783382	GSM783383	GSM783384	GSM783385	GSM783386	GSM783387	GSM783388	GSM783389	GSM783390	GSM783391	GSM783392	GSM783393	GSM783394	GSM783395	GSM783396	GSM783397	GSM783398	GSM783399	GSM783400	GSM783401	GSM783402	GSM783403	GSM783404	GSM783405	GSM783406	GSM783407	GSM783408	GSM783409	GSM783410	GSM783411	GSM783412	GSM783413	GSM783414	GSM783415	GSM783416	GSM783417	GSM783418	GSM783419	GSM783420	GSM783421	GSM783422	GSM783423	GSM783424	GSM783425	GSM783426	GSM783427	GSM783428	GSM783429	GSM783430	GSM783431	GSM783432	GSM783433	GSM783434	GSM783435	GSM783436	GSM783437	GSM783438	GSM783439	GSM783440	GSM783441	GSM783442	GSM783443	GSM783444	GSM783445	GSM783446	GSM783447	GSM783448	GSM783449	GSM783450	GSM783451	GSM783452	GSM783453	GSM783454	GSM783455	GSM783456	GSM783457	GSM783458	GSM783459	GSM783460	GSM783461	GSM783462	GSM783463	GSM783464	GSM783465	GSM783466	GSM783467	GSM783468	GSM783469	GSM783470	GSM783471	GSM783472	GSM783473	GSM783474	GSM783475	GSM783476	GSM783477	GSM783478	GSM783479	GSM783480	GSM783481	GSM783482	GSM783483	GSM783484	GSM783485	GSM783486	GSM783487	GSM783488	GSM783489	GSM783490	GSM783491	GSM783492	GSM783493	GSM783494	GSM783495	GSM783496	GSM783497	GSM783498	GSM783499	GSM783500	GSM783501	GSM783502	GSM783503	GSM783504	GSM783505	GSM783506	GSM783507	GSM783508	GSM783509	GSM783510	GSM783511	GSM783512	GSM783513	GSM783514	GSM783515	GSM783516	GSM783517	GSM783518	GSM783519	GSM783520	GSM783521	GSM783522	GSM783523	GSM783524	GSM783525	GSM783526	GSM783527	GSM783528	GSM783529	GSM783530	GSM783531	GSM783532	GSM783533	GSM783534	GSM783535	GSM783536	GSM783537	GSM783538	GSM783539	GSM783540	GSM783541	GSM783542	GSM783543	GSM783544	GSM783545	GSM783546	GSM783547	GSM783548	GSM783549	GSM783550	GSM783551	GSM783552	GSM783553	GSM783554	GSM783555	GSM783556	GSM783557	GSM783558	GSM783559	GSM783560	GSM783561	GSM783562	GSM783563	GSM783564	GSM783565	GSM783566	GSM783567	GSM783568	GSM783569	GSM783570	GSM783571	GSM783572	GSM783573	GSM783574	GSM783575	GSM783576	GSM783577	GSM783578	GSM783579	GSM783580	GSM783581	GSM783582	GSM783583	GSM783584	GSM783585	GSM783586	GSM783587	GSM783588	GSM783589	GSM783590	GSM783591	GSM783592	GSM783593	GSM783594	GSM783595	GSM783596	GSM783597	GSM783598	GSM783599	GSM783600	GSM783601	GSM783602	GSM783603	GSM783604	GSM783605	GSM783606	GSM783607	GSM783608	GSM783609	GSM783610	GSM783611	GSM783612	GSM783613	GSM783614	GSM783615	GSM783616	GSM783617	GSM783618	GSM783619	GSM783620	GSM783621	GSM783622	GSM783623	GSM783624	GSM783625	GSM783626	GSM783627	GSM783628	GSM783629	GSM783630	GSM783631	GSM783632	GSM783633	GSM783634	GSM783635	GSM783636	GSM783637	GSM783638	GSM783639	GSM783640	GSM783641	GSM783642	GSM783643	GSM783644	GSM783645	GSM783646	GSM783647	GSM783648	GSM783649	GSM783650	GSM783651	GSM783652	GSM783653	GSM783654	GSM783655	GSM783656	GSM783657	GSM783658	GSM783659	GSM783660	GSM783661	GSM783662	GSM783663	GSM783664	GSM783665	GSM783666	GSM783667	GSM783668	GSM783669	GSM783670	GSM783671	GSM783672	GSM783673	GSM783674	GSM783675	GSM783676	GSM783677	GSM783678	GSM783679	GSM783680	GSM783681	GSM783682	GSM783683	GSM783684	GSM783685	GSM783686	GSM783687	GSM783688	GSM783689	GSM783690	GSM783691	GSM783692	GSM783693	GSM783694	GSM783695	GSM783696	GSM783697	GSM783698	GSM783699	GSM783700	GSM783701	GSM783702	GSM783703	GSM783704	GSM783705	GSM783706	GSM783707	GSM783708	GSM783709	GSM783710	GSM783711	GSM783712	GSM783713	GSM783714	GSM783715	GSM783716	GSM783717	GSM783718	GSM783719	GSM783720	GSM783721	GSM783722	GSM783723	GSM783724	GSM783725	GSM783726	GSM783727	GSM783728	GSM783729	GSM783730	GSM783731	GSM783732	GSM783733	GSM783734	GSM783735	GSM783736	GSM783737	GSM783738	GSM783739	GSM783740	GSM783741	GSM783742	GSM783743	GSM783744	GSM783745	GSM783746	GSM783747	GSM783748	GSM783749	GSM783750	GSM783751	GSM783752	GSM783753	GSM783754	GSM783755	GSM783756	GSM783757	GSM783758	GSM783759	GSM783760	GSM783761	GSM783762	GSM783763	GSM783764	GSM783765	GSM783766	GSM783767	GSM783768	GSM783769	GSM783770	GSM783771	GSM783772	GSM783773	GSM783774	GSM783775	GSM783776	GSM783777	GSM783778	GSM783779	GSM783780	GSM783781	GSM783782	GSM783783	GSM783784	GSM783785	GSM783786	GSM783787	GSM783788	GSM783789	GSM783790	GSM783791	GSM783792	GSM783793	GSM783794	GSM783795	GSM783796	GSM783797	GSM783798	GSM783799	GSM783800	GSM783801	GSM783802	GSM783803	GSM783804	GSM783805	GSM783806	GSM783807	GSM783808	GSM783809	GSM783810	GSM783811	GSM783812	GSM783813	GSM783814	GSM783815	GSM783816	GSM783817	GSM783818
hsa-miR-579	1	20.90638767	28.8469163	28.11563877	1.274229075	1	42.59581498	36.36674009	43.03854626	33.95484581	33.65528634	31.89317181	17.00330396	28.11563877	60.81828194	54.42676211	49.46145374	25.04570485	2.481277533	30.59361233	1	1	8.43722467	7.833700441	58.33370044	56.16519824	35.87114537	6.509911894	1	34.280837	65.87169604	5.194933921	41.96145374	57.01211454	1	38.05176211	75.43942731	51.15088106	60.40418502	31.07819383	53.57599119	26.49669604	23.7345815	17.85352423	44.08039648	33.84911894	38.89757709	1	31.89317181	1	1	31.97687225	26.56277533	1	59.4746696	54.94162996	1	21.06387665	36.36674009	31.60903084	70.03414097	1	1	1	51.78248899	37.66409692	8.971365639	36.63105727	20.56718062	104.3601322	93.41740088	45.23237885	68.80947137	1	44.36013216	53.19273128	1	7.161894273	13.44273128	51.99449339	19.85572687	12.8342511	17.46145374	1.776431718	77.86674009	25.04570485	58.33370044	15.99669604	38.89757709	1	28.41079295	30.04625551	49.69052863	36.719163	23.30286344	13.44273128	17.1222467	9.763215859	20.46585903	13.58865639	39.51431718	71.66409692	34.41299559	27.04735683	13.85352423	54.6685022	1	1	1	76.03414097	6.593612335	104.5803965	49.46145374	1	1	10.39207048	77.86674009	67.86674009	36.63105727	34.95484581	42.87059471	10.20594714	1	1	7.323788546	14.39537445	49.69052863	71.47907489	1	67.48348018	33.05176211	33.84911894	1	1	8.971365639	1	27.32929515	19.53854626	1	1	5.001101322	1	1	1	1	60.9284141	4.842511013	1	1	1	36.36674009	40.64207048	33.28524229	128.7081498	92.71255507	109.1200441	1	40.90638767	1	17.35132159	27.77643172	17.74008811	74.89317181	67.6376652	37.41740088	62.59911894	58.75660793	15.54295154	73.17290749	24.51651982	73.46365639	57.01211454	10.29900881	129.1536344	30.82709251	33.28524229	27.32929515	56.280837	3.116740088	53.67290749	10.61343612	6.818281938	43.36894273	19.53854626	206.2632159	20.36013216	22.12995595	14.39537445	1	1	1.274229075	45.86674009	1.384361233	1.384361233	30.7654185	6.390969163	3.785242291	130.7665198	58.63325991	24.30506608	57.82268722	26.94162996	5.322687225	154.1905286	115.688326	155.719163	1	21.5253304	20.78744493	91.93281938	45.5407489	1	35.62885463	50.79955947	1	1	37.22246696	1	1	1	20.90638767	1	35.25881057	69.34251101	31.07819383	1	22.66299559	82.06938326	1	63.97246696	1	59.79185022	75.03854626	36.89537445	53.03854626	97.63986784	70.13986784	22.41629956	12.69273128	39.27202643	50.65969163	18.65748899	38.23678414	1	1	73.58259912	44.70814978	77.43502203	1	17.24118943	16.39922907	18.40088106	1	25.19988987	39.14427313	1	51.88436123	3.679515419	73.07544053	29.78634361	4.362334802	31.65363436	30.70374449	14.29405286	43.27643172	34.87114537	18.58204846	79.42180617	63.97246696	34.05176211	26.83590308	1	106.0517621	99.24118943	3.344713656	739.9036344	51.32709251	54.34361233	51.32709251	44.22026432	1	1	30.04625551	1	15.85572687	8.727973568	1	83.87555066	62.35572687	67.75220264	50.55837004	1	72.31277533	106.2549559	58.75660793	41.69052863	16.24449339	21.95374449	31.49394273	75.85792952	33.28524229	4.683920705	50.3469163	42.64922907	100.5055066	29.03193833	23.45264317	21.29625551	58.08259912	1	34.77312775	28.24339207	65.62444934	35.35132159	38.55837004	35.62885463	36.54295154	50.65969163	19.94438326	53.84030837	9.349669604	17.1222467	1	11.52092511	31.02973568	19.53854626	69.34251101	65.00330396	130.185022	77.26762115	22.52643172	27.18832599	28.11563877	6.677312775	31.79570485	47.98127753	131.0748899	25.55726872	23.20154185	35.69052863	1	16.69493392	43.36894273	29.98898678	23.30286344	52.27202643	52.95044053	56.80947137	50.23678414	51.78248899	46.96806167	53.25881057	48.24559471	1	1	74.2907489	1	35.62885463	46.86674009	1	1	40.90638767	15.64427313	5.904735683	36.63105727	1	26.14372247	16.83590308	2.939427313	49.37334802	61.96365639	29.8876652	59.31167401	1	21.81662996	20.56718062	1	7.697136564	1	24.74559471	1	30.7654185	1	30.70374449	17.74008811	1	21.5253304	91.04735683	34.87885463	6.677312775	25.12555066	23.99339207	25.64977974	1	15.54295154	54.34361233	30.59361233	4.842511013	1	25.64977974	55.53193833	49.32048458	22.12995595	1	69.02092511	6.103524229	8.349118943	17.54405286	1	45.3469163	49.69052863	36.80726872	17.1222467	112.9779736	33.74339207	99.0561674	102.9019824	50.45704846	114.2389868	20.36013216	8.914096916	1	41.78193833	12.69273128	90.48788546	31.37885463	1	60.51431718	67.48348018	54.34361233	18.50660793	102.0352423	17.95539648	44.08039648	9.028634361	1	113.3573789	1	35.75220264	14.469163	1	30.18281938	59.94603524	13.97246696	1	1	1	1	1	1	1	146.6839207	1	12.41960352
hsa-miR-663b	90.48788546	85.0660793	79.25	116.9328194	55.27643172	84.95154185	99.24118943	58.87995595	139.1814427	102.5506608	44.70814978	75.03854626	63.40859031	118.9636564	67.86674009	100.219163	102.3711454	123.7676211	82.81387665	55.16629956	62.68832599	39.02092511	80.26321586	51.78248899	98.87114537	26.69933921	103.1971366	38.45704846	62.50991189	104.94163	65.87169604	68.39537445	88.0253304	82.81387665	73.83810573	72.31277533	75.43942731	84.77092511	73.46365639	60.40418502	1	73.70154185	23.7345815	17.85352423	124.0187225	78.97687225	32.95044053	67.48348018	85.18061674	88.99669604	126.9262115	62.35572687	57.49669604	83.61563877	102.5506608	98.13325991	30.9284141	81.47026432	61.96365639	62.85077093	60.29845815	1	39.14427313	1	77.13986784	1	1	60.9284141	56.08535242	19.64427313	17.85352423	85.83370044	45.3469163	1	39.51431718	1	43.86784141	46.1839207	94.76211454	82.45704846	19.85572687	95.28634361	17.46145374	87.70814978	77.86674009	126.5209251	36.06938326	104.94163	104.94163	70.91519824	44.08039648	1	1.776431718	36.719163	74.89317181	78.08755507	61.14867841	60.06938326	120.8590308	84.20594714	103.7522026	32.6376652	89.24559471	67.0561674	56.16519824	35.62885463	15.12004405	40.90638767	84.20594714	54.94162996	55.64537445	28.11563877	68.39537445	33.84911894	74.40418502	31.89317181	61.25881057	1	80.89757709	9.88215859	90.7654185	126.9262115	17.35132159	26.94162996	70.03414097	14.39537445	12.25660793	90.0253304	1	1	82.26321586	47.53193833	73.17290749	38.89757709	20.03303965	63.85792952	1	53.57599119	58.87995595	45.5407489	81.14427313	18.58204846	101.8590308	100.5055066	103.1971366	71.80121145	111.2764317	43.86784141	59.79185022	53.03854626	1	14.469163	1	1	2.792951542	54.6685022	93.41740088	32.78303965	1	38.65969163	155.719163	110.3689427	37.96861233	38.45704846	51.23898678	31.60903084	111.4262115	54.94162996	88.23678414	46.96806167	88.0253304	82.67731278	84.48403084	61.25881057	84.95154185	90.36013216	73.17290749	108.2830396	81.47026432	120.4361233	86.91519824	36.719163	127.6442731	19.53854626	20.36013216	73.9746696	146.1244493	106.4581498	147.2433921	142.8689427	122.5737885	162.3359031	103.1971366	73.58259912	59.1839207	73.9746696	98.68722467	162.7147577	101.4537445	390.410793	256.7896476	79.11343612	179.1376652	154.1905286	44.81828194	108.75	47.63711454	211.0231278	223.9405286	107.3314978	228.0363436	188.5671806	199.3403084	71.66409692	9.028634361	28.41079295	72.0660793	15.75	1	37.41740088	55.75881057	108.2830396	141.9394273	189.2356828	123.7676211	103.7522026	46.36894273	7.161894273	46.05176211	1	10.95264317	59.79185022	1	1	1	1	46.52753304	73.17290749	1	12.41960352	26.49669604	8.349118943	63.5407489	60.06938326	101.8590308	44.81828194	1	1	53.36894273	39.92345815	103.9460352	56.40528634	106.6745595	91.280837	117.5627753	31.2527533	27.55726872	69.45264317	17.46145374	2.252202643	74.2907489	55.64537445	30.70374449	30.59361233	43.27643172	17.74008811	63.85792952	71.93832599	48.88876652	83.51431718	79.95484581	25.55726872	76.77422907	360.8601322	155.719163	79.77422907	51.32709251	54.34361233	51.32709251	44.22026432	1	61.64647577	30.04625551	17.46145374	39.81387665	1	109.9295154	50.13546256	265.9917401	150.472467	1.494493392	25.04570485	89.64096916	183.3182819	90.0253304	73.9746696	161.8997797	85.93061674	51.88436123	60.51431718	85.83370044	16.24449339	33.74339207	1	79.77422907	8.349118943	23.45264317	76.3777533	47.98127753	90.61563877	126.0451542	24.21255507	112.9779736	35.35132159	75.94603524	1	9.644273128	34.87114537	32.27202643	22.66299559	72.43171806	79.11343612	93.61123348	88.44823789	49.8314978	47.63711454	80.42180617	1	55.88215859	175.753304	84.3777533	114.2389868	120.4361233	138.7929515	124.564978	998.0066079	131.0748899	33.05176211	40.76101322	84.03414097	6.959251101	50.3469163	1	29.98898678	51.04515419	52.27202643	52.95044053	56.80947137	50.23678414	51.78248899	46.96806167	53.25881057	48.24559471	97.63986784	86.22136564	133.2169604	1	35.62885463	104.1398678	115.0495595	100.8579295	52.27202643	109.9295154	85.18061674	61.14867841	67.75220264	41.55837004	36.80726872	46.05176211	68.15748899	34.67511013	68.71255507	127.8865639	24.85572687	36.93942731	64.15748899	48.75660793	151.9504405	70.80947137	82.45704846	93.22356828	58.33370044	42.59581498	62.08259912	47.63711454	90.0253304	88.57213656	128.185022	41.10903084	59.94603524	88.23678414	107.3314978	73.31828194	99.43942731	27.44328194	49.8314978	69.45264317	119.3689427	101.8590308	86.22136564	229.3050661	9.503303965	22.12995595	32.95044053	7.697136564	53.57599119	50.03414097	84.59030837	51.68061674	17.1222467	7.591409692	65.50550661	90.36013216	76.50110132	26.43061674	35.25881057	56.280837	16.1376652	1	20.36013216	21.29625551	47.26762115	89.49449339	44.96806167	146.6839207	31.37885463	23.86674009	71.06002203	188.5671806	190.4900881	54.34361233	84.59030837	113.780837	191.6668502	89.24559471	71.47907489	72.97797357	115.0495595	189.904185	100.6420705	92.3777533	169.4019824	114.5825991	165.6398678	176.811674	260.9372247	151.9504405	168.2907489	73.70154185	49.8314978	51.04515419	111.4262115	118.5363436	1
hsa-miR-106b	11992.19438	17656.21586	17656.21586	17656.21586	24752.81002	17656.21586	17656.21586	15762.39537	15762.39537	10422.00441	14167.12996	11106.69383	10422.00441	14167.12996	17656.21586	11992.19438	17656.21586	11992.19438	11992.19438	14167.12996	14167.12996	15762.39537	9218.625	15762.39537	10422.00441	14167.12996	12999.68502	14167.12996	14167.12996	11106.69383	15762.39537	14167.12996	8174.818833	9818.037445	9218.625	12999.68502	17656.21586	11106.69383	8664.939978	20492.2087	30613.75385	30613.75385	30613.75385	20492.2087	17656.21586	11992.19438	9818.037445	30613.75385	17656.21586	20492.2087	11106.69383	20492.2087	11992.19438	24752.81002	20492.2087	30613.75385	11106.69383	15762.39537	12999.68502	20492.2087	11106.69383	20492.2087	12999.68502	85.44603524	2517.795705	5651.928965	4001.547357	7317.596366	11106.69383	6233.193833	8174.818833	6578.181167	3301.223568	5927.981278	6233.193833	14167.12996	7317.596366	17656.21586	6578.181167	5651.928965	7317.596366	7721.725771	8664.939978	5134.906938	3793.314978	5384.257709	14167.12996	14167.12996	11992.19438	9818.037445	11992.19438	12999.68502	11106.69383	12999.68502	11992.19438	12999.68502	24752.81002	7317.596366	10422.00441	8174.818833	6233.193833	9818.037445	6578.181167	11106.69383	5134.906938	10422.00441	15762.39537	8174.818833	6578.181167	10422.00441	2759.768172	10120.02093	5134.906938	5927.981278	5134.906938	8174.818833	7317.596366	24752.81002	11106.69383	5927.981278	17656.21586	3453.170705	11106.69383	8664.939978	3146.799559	11992.19438	11106.69383	7721.725771	8174.818833	11992.19438	7317.596366	7721.725771	4865.874449	9818.037445	8664.939978	20492.2087	20492.2087	8664.939978	20492.2087	10422.00441	12999.68502	17656.21586	4645.120595	17656.21586	17656.21586	12999.68502	17656.21586	11106.69383	11992.19438	10422.00441	11992.19438	8174.818833	20492.2087	14167.12996	17656.21586	17656.21586	2305.67511	4405.663546	9818.037445	11106.69383	6933.704846	7721.725771	8174.818833	6233.193833	9218.625	4525.39207	14167.12996	6080.587555	17656.21586	11992.19438	5384.257709	9818.037445	3793.314978	20492.2087	17656.21586	30613.75385	24752.81002	12999.68502	14167.12996	14167.12996	9818.037445	5384.257709	8174.818833	8664.939978	10422.00441	9818.037445	8664.939978	6933.704846	3626.404185	6933.704846	7721.725771	6933.704846	6233.193833	6578.181167	9218.625	8664.939978	9818.037445	7317.596366	11106.69383	11992.19438	9218.625	11106.69383	5651.928965	10422.00441	12999.68502	9818.037445	8174.818833	7317.596366	8664.939978	10764.34912	8664.939978	6933.704846	8174.818833	6933.704846	7721.725771	24752.81002	5927.981278	11106.69383	8664.939978	6233.193833	4405.663546	4865.874449	20492.2087	20492.2087	20492.2087	11106.69383	14167.12996	9218.625	5384.257709	11106.69383	14167.12996	11106.69383	11106.69383	9818.037445	12495.9397	8664.939978	17656.21586	5384.257709	8664.939978	4645.120595	8664.939978	9218.625	10422.00441	11106.69383	7721.725771	7317.596366	15762.39537	11106.69383	4645.120595	9218.625	7317.596366	6233.193833	1688.556718	1551.748348	3793.314978	5384.257709	8174.818833	5927.981278	8174.818833	7721.725771	15762.39537	15762.39537	7721.725771	6933.704846	5927.981278	3301.223568	5384.257709	8664.939978	5384.257709	4865.874449	7317.596366	8174.818833	3146.799559	4645.120595	4865.874449	3001.9587	6233.193833	4865.874449	51.32709251	3626.404185	4001.547357	2633.566079	5134.906938	4199.869493	4865.874449	5384.257709	8174.818833	1047.637665	9218.625	340.5737885	3793.314978	4001.547357	11106.69383	219.3986784	7317.596366	2414.513216	4405.663546	9218.625	9218.625	2208.089207	9218.625	3626.404185	8664.939978	12999.68502	15762.39537	30613.75385	17656.21586	15762.39537	11992.19438	9218.625	30613.75385	8941.782489	15762.39537	7317.596366	12999.68502	15762.39537	5384.257709	7125.650606	30613.75385	7317.596366	12999.68502	10422.00441	7317.596366	15762.39537	5927.981278	11106.69383	9818.037445	3793.314978	3146.799559	6233.193833	6933.704846	2009.803965	1551.748348	4645.120595	5927.981278	5134.906938	7317.596366	9818.037445	11106.69383	4405.663546	7317.596366	5927.981278	7721.725771	7317.596366	10422.00441	14167.12996	9818.037445	9218.625	15762.39537	15762.39537	6578.181167	10422.00441	5927.981278	6755.943007	14167.12996	10422.00441	5134.906938	11106.69383	17656.21586	20492.2087	14167.12996	17656.21586	11106.69383	15762.39537	9218.625	11992.19438	24752.81002	20492.2087	11992.19438	20492.2087	20492.2087	24752.81002	7721.725771	7721.725771	9218.625	9818.037445	8664.939978	6578.181167	6233.193833	7317.596366	9818.037445	10422.00441	14167.12996	17656.21586	15762.39537	7317.596366	8174.818833	4865.874449	15766.66189	12999.68502	11106.69383	15762.39537	17656.21586	11106.69383	15762.39537	15762.39537	10422.00441	12999.68502	6933.704846	12999.68502	10422.00441	4865.874449	11106.69383	15762.39537	24752.81002	17656.21586	15762.39537	20492.2087	8664.939978	10422.00441	3793.314978	3001.9587	5927.981278	5927.981278	5384.257709	13583.40749	11106.69383	4865.874449	11106.69383	6405.6875	2414.513216	4405.663546	6233.193833	2009.803965	7317.596366	7721.725771	4199.869493	10422.00441	20492.2087	5651.928965	3146.799559	8174.818833	7317.596366	5384.257709	2880.582599	4199.869493	5651.928965	5789.955121	7317.596366	7317.596366	11992.19438	8174.818833	7721.725771	6233.193833	5927.981278	5259.582324	3001.9587	30613.75385	11992.19438	14167.12996	9818.037445	9818.037445	15762.39537	5000.390694
hsa-miR-449b	1	1	28.8469163	16.1376652	43.27643172	1	7.485682819	36.36674009	34.87114537	44.70814978	44.70814978	1	17.00330396	46.36894273	46.86674009	48.39537445	68.01211454	6.509911894	44.59801762	25.04570485	53.57599119	51.50330396	22.94988987	30.7654185	34.87114537	56.16519824	1	55.88215859	28.57819383	34.280837	58.1839207	101.6828194	35.35132159	11.93502203	8.43722467	1	83.71696035	84.77092511	60.40418502	31.07819383	37.5407489	37.96861233	40.64207048	35.14867841	44.08039648	33.84911894	27.04735683	37.10297357	31.89317181	88.99669604	92.98568282	82.56718062	81.61563877	30.7654185	59.4746696	20.6685022	60.1839207	74.2907489	65.74339207	96.41409692	60.29845815	79.59361233	390.410793	1	1	104.94163	147.2433921	81.14427313	1	1	1	45.23237885	45.3469163	1	26.43061674	2.049559471	26.23678414	17.24118943	13.44273128	82.45704846	19.85572687	12.8342511	17.46145374	22.94988987	17.54405286	92.54515419	25.04570485	85.31332599	17.1222467	65.62444934	52.81387665	117.1486784	8.216960352	85.31332599	60.62444934	68.15748899	57.98127753	101.8590308	26.33370044	50.45704846	61.14867841	71.66409692	48.75660793	27.04735683	56.16519824	72.43171806	150.089207	111.6778634	46.86674009	54.94162996	55.64537445	72.81938326	83.87555066	9.196035242	1.494493392	88.84636564	42.21255507	114.0099119	80.89757709	107.1112335	90.7654185	105.157489	32.78303965	67.48348018	135.4856828	207.6927313	49.69052863	51.88436123	42.87059471	96.41409692	17.85352423	1	185.6178414	434.4162996	200.0627753	126.9262115	94.41409692	73.17290749	94.76211454	140.9834802	54.82709251	74.57599119	9.028634361	40.76101322	1	40.47411894	20.03303965	24.41079295	46.36894273	19.94438326	1	1	1	1	1	8.216960352	1	32.78303965	62.85077093	1	3.230726872	67.32929515	37.96861233	103.1971366	37.41740088	62.59911894	19.34030837	15.54295154	1	34.87114537	1	17.54405286	10.29900881	45.11784141	64.7472467	64.84471366	27.32929515	26.94162996	37.5407489	19.34030837	136.6112335	66	57.40418502	19.53854626	20.36013216	20.36013216	366.3942731	32.38215859	21.5253304	45.67731278	40.19603524	1	63.64207048	26.43061674	13.44273128	73.9746696	84.59030837	1	86.07599119	2.792951542	7.161894273	1	28.11563877	64.84471366	115.688326	108.75	100.0693833	115.9570485	36.89537445	91.93281938	71.80121145	60.00770925	74.2907489	113.1676762	463.6762115	60.1839207	72.0660793	108.9702643	84.48403084	203.3931718	105.373348	116.9328194	46.7654185	38.55837004	43.36894273	8.821035242	92.84911894	195.8303965	69.34251101	18.8777533	35.99008811	21.81662996	1	1	1	1	33.84911894	9.88215859	41.87334802	1	1	1	1	101.0737885	69.45264317	50.65969163	51.32709251	28.41079295	8.914096916	4.47246696	57.65969163	32.27202643	16.1376652	1	17.46145374	2.939427313	74.74779736	23.7345815	54.6685022	1	26.23678414	1	50.13546256	30.59361233	43.27643172	34.87114537	42.04955947	23.20154185	48.88876652	34.05176211	26.83590308	57.40418502	106.0517621	35.14867841	204.8997797	193.7114537	51.32709251	54.34361233	51.32709251	427.2301762	1	61.64647577	30.04625551	1	1	1	30.10352423	7.697136564	158.5561674	127.1640969	71.47907489	53.25881057	72.31277533	8.914096916	30.10352423	73.9746696	16.24449339	1	1	52.81387665	1	1	58.48348018	26.05066079	15.23017621	29.03193833	48.54955947	57.16189427	47.98127753	51.50330396	1	1	5.001101322	3.0280837	33.84911894	1	1	1	14.39537445	82.95044053	72.43171806	1	15.44162996	28.24339207	10.20594714	30.26211454	28.11563877	1	7.697136564	175.753304	109.4768722	150.8557269	140.6178414	200.0627753	105.6376652	149.6707048	59.94603524	58.48348018	14.67951542	8.525330396	26.49669604	8.525330396	33.95484581	8.216960352	84.20594714	52.27202643	52.95044053	56.80947137	50.23678414	51.78248899	46.96806167	53.25881057	48.24559471	32.78303965	185.6178414	1	1	35.62885463	57.82268722	33.56718062	32.6376652	31.07819383	91.280837	26.94162996	1	106.0517621	1.635462555	1	26.33370044	9.028634361	34.67511013	25.04570485	27.66685022	1	51.59196035	1	60.51431718	123.3270925	2.366740088	24.74559471	36.89537445	35.75220264	4.683920705	41.1530837	33.56718062	68.01211454	21.5253304	20.03303965	16.92400881	66.88876652	37.22246696	34.95484581	41.78193833	30.70374449	1	11.15088106	21.95374449	48.88876652	31.65363436	4.842511013	8.626651982	163.5473568	12.5561674	49.54955947	78.60903084	13.58865639	8.349118943	13.85352423	17.85352423	27.55726872	49.69052863	134.2169604	1.912995595	54.11343612	19.24779736	1	38.14427313	17.00330396	1	1	21.29625551	146.1244493	19.06277533	149.6707048	162.3359031	1	56.40528634	51.50330396	27.66685022	47.63711454	1	24.63105727	70.34251101	60.51431718	168.8463656	1	1.274229075	60.1839207	15.23017621	1	1.494493392	30.18281938	88.44823789	1	69.45264317	1	1	1	1	31.12665198	60.06938326	92.71255507	103.9460352	53.03854626
