,NP_057427,NP_002408,NP_000415,NP_000413,NP_000517,NP_004439,NP_005219,NP_058519,NP_058518,NP_001116539,NP_061155,NP_001035932,NP_077006,NP_000917,NP_065178,NP_006836,NP_006614,NP_001784,NP_006092,NP_001153651,NP_001159403,NP_000116,NP_004314,NP_060601,NP_005931,NP_003003,NP_113611,NP_002002,NP_004487,NP_008950,NP_114172,NP_001062,NP_001444,NP_057547,NP_054895,NP_001246,NP_055606,NP_036451,NP_000624,NP_569082,NP_001159,NP_001229,NP_002458
TCGA-A2-A0YD,-1.0734365972232762,-1.2285416518676946,0.5819046380309485,0.5428887031741498,0.7494386584710572,-0.877240304902402,-0.8790137984498625,-0.043074305316817815,-0.15025923242984254,-0.08680090912302806,-1.5334355038507275,0.14259507830403487,0.14409666261061152,0.710450528825281,-0.8531931756182047,-1.726582677658352,-0.5216166403068336,-2.3534816854182345,-0.649215723590044,1.2104104649180725,-0.3693220854644913,0.2283847670284525,0.17564670173658622,-0.774741911905971,0.5830546184190789,0.7434341171886975,-0.926533370220337,0.17004776784294856,0.013937339102376841,-0.09409362282288604,-0.6362050420358891,-0.395921106160194,-0.18268729691703256,-0.2700233329956035,0.1596375867972539,0.9238883658234365,-0.719022535924941,-1.2250674269000363,0.42149261797158016,-0.004145923002255623,0.271573057212948,0.10111249189063216,0.07507943757934904
TCGA-A2-A0YF,-0.8878707752552362,-0.47502330098228834,0.4609211171505078,0.33987874564856574,0.49748694935360555,-0.25861691810610776,-0.06332056483170653,0.2846353569094189,0.3220597810376591,0.29697524794572083,-0.06174813114220255,2.1130444996643765,2.1125253318358497,-0.3140994637246732,0.15825342140701687,-0.6296614373968062,-0.8103114283692413,-1.0142526264269933,-0.003929640293034805,0.7186119181805336,-0.5500512279627459,1.2437603298326232,3.446094552083144,0.15433591957336137,-0.8780274869404668,0.417439680028974,0.4801281652345285,0.21106127062025173,0.8252989784122349,-1.2206969105067953,-0.44215541818670673,-0.5207028284265796,-0.18268729691703256,1.4231656659132133,-0.5454325808046699,-0.3267534154520992,-0.6998237008749167,1.641618773878298,1.7636057619405916,-0.004145923002255623,-1.6274061263856419,0.10111249189063216,0.07507943757934904
TCGA-A2-A0YG,0.29872669031951304,1.0530441782874913,-0.09665591000383873,-0.9002685102546791,-0.6034882180975526,2.261790440810015,0.6888789464233156,-0.2950577294409825,-0.28822199508284163,-0.32686531387784495,1.6189212526265215,0.8062358475246708,0.7859885207854619,0.08348927239902772,-0.22615920503208115,0.5717283064162878,0.20419844269566745,0.010982197066224931,2.4556776510182297,1.1595961458044888,2.0065352253646522,0.6958657473015529,-0.49482863529602644,0.14909522138754033,-0.41710762629297465,0.48746393139964556,2.5667586165158567,0.17004776784294856,0.716672858364959,0.6577604882147757,0.8031671992692014,-0.8215052164914547,-0.18268729691703256,-0.48625875762048026,1.7712534878476676,0.42407524230157856,-1.0073524744113465,-0.3707243063959676,-1.1592871252527563,-0.004145923002255623,0.09650838869873408,0.519881506956505,0.07507943757934904
TCGA-A7-A0CE,1.6287879575971742,0.031009262945186786,2.7720690893628723,2.8116974325694253,1.5477900264281739,-0.4670205363668949,0.34261806286838214,-0.40280876999533305,-0.35437538851141354,-0.33440892322270094,1.176428538557972,-1.7323021255103002,-1.7041660786291186,-0.47402102361681664,-0.7030409666822123,1.0932381161405351,2.246180355748761,-0.15398609973946933,1.2615413115835339,-0.4342967618316303,0.9206817385970635,-0.7841491861849726,1.5987583133895824,0.7120937776773876,-0.9500478466141493,0.8259648826234122,0.9139126063433565,0.34643322515274305,-1.7673725115997183,0.7511594900602759,2.2954162188357623,0.3393246030196272,1.6818285743129908,-1.4383409751252534,1.3309218329869206,1.7782636209515996,-0.01112818920061233,-0.9997173372372191,-1.7345254151632703,-0.004145923002255623,0.8155423029287614,0.21811230340904247,0.07507943757934904
TCGA-A7-A0CJ,-0.31772454942873934,-0.9909808124386784,-0.38440609990303326,-0.30922751818105904,-0.38567442098196814,-1.0270122844687934,-1.4806478247349204,0.3591918790792468,0.40639494882798605,0.39917142140338124,-0.6104807842249736,0.1625209821072447,0.1639674477325399,1.7410752331989447,-0.26083499128397664,0.461182034274409,-1.9950156291472738,-0.8548006437381064,-0.5989728596740235,0.20174186323038032,0.8062686230506483,1.0536087125451254,-0.4257213823496694,0.18223195528411634,1.093660081279578,-0.5063472773375615,-1.2489484348794704,-0.6953122776690099,0.9491376484079508,0.2534145366472168,0.739011905017693,0.9074583563617338,-1.2312127366921377,1.1909446512788209,0.8581185838804851,-0.49280372775411607,-0.9307445582551419,0.5472810677163896,2.5085799542851617,-0.004145923002255623,0.41123964590173023,0.10111249189063216,0.10164775398439241
TCGA-A7-A13F,0.8129388754232459,0.550539923454351,0.40859180821403235,0.017967102230702078,0.4394812944980493,-0.22127730508876833,-0.26020873733109656,-0.08919837529371763,-0.08135086844080373,-0.07481073665282652,0.7419267401994999,1.5065058367541837,1.5042345953393383,0.4877162727894336,-0.1095925795833602,0.24451154976912085,-1.4758334318843909,-0.1642440285920851,0.616713685746774,0.8811105932491615,1.61175071169125,-0.4434858339084435,2.414584554261403,1.4015688545788743,1.0003554019984466,-0.5739751253807629,0.22724510426094705,0.17004776784294856,-0.06562351182760068,1.780283850730453,0.824432485521065,0.6641374761172422,-2.202140652091561,1.792586272115294,0.40556293428904927,0.6618448762662682,0.4343394773439482,1.2937535182727633,-0.200851475873608,-0.004145923002255623,0.3525081146679671,0.10111249189063216,0.07507943757934904
TCGA-A8-A06N,-0.059241350632635074,0.4952129422531636,-0.40181025694436784,-0.36027555052924115,-0.6950693055587274,0.11439110478493811,-0.7364511831578097,-0.041753462186131796,-0.010812495803442988,-0.02226474031979013,-0.7469860730972007,1.287053386106221,1.285389190163599,-0.2097855978752776,-0.9365793184702593,-0.9119300272946071,-1.5350487760733675,1.2801904313433077,0.09714329156584355,0.06680554917450597,-0.21250813297127139,1.9764201581177812,-0.7810941156612985,0.16802699013465983,-0.6564535408058261,-0.9532496755553582,0.0010607766904525912,-0.22555484237200202,1.1189153834869487,-0.81609458139437,-0.7262138854514372,-0.5449791813280663,-0.18268729691703256,1.2801761191835077,-1.0311253230596118,-0.011261189033819464,-0.01112818920061233,0.5976134620240823,0.7889370438202223,-0.004145923002255623,-0.01349445434120692,-0.8220159576765909,0.07507943757934904
TCGA-A8-A06Z,0.797391112319083,0.3160641874495077,0.46051418197862803,0.25340296134203644,0.3231636834926169,-0.027949882210409484,0.8990510753734781,1.516112109899768,1.4521669541787117,1.4458527544819484,0.3316293774936334,0.6559922243520955,0.6560736585895314,0.6322913920514189,-1.3782446768879157,-0.11194129339010923,0.1890949791049488,0.38588936334180274,0.3156783867554771,0.8646533705498638,0.781385700136426,1.2636698505343715,-0.35037445724209254,0.519856229752169,0.00409471573744024,-0.3184000334514342,0.7442873963785727,-1.3524438775907082,-0.13778633283513314,-0.06714533438546026,0.5482071607108487,-0.613942082663581,0.8939722829108897,1.2384792741989799,0.5140356545655576,0.005162923277162957,-0.01112818920061233,1.1221775718776374,-0.12420264433741426,-0.004145923002255623,0.10128111338955974,-0.12651305076558042,0.07507943757934904
TCGA-A8-A076,-0.5449975612436081,-0.7350243233262025,-1.1442871396975114,-0.7803536783027886,-0.9205885967312533,1.6725538497701535,0.17140206429154398,-0.33085585097249254,-0.3486832981130529,-0.39853664614192574,-0.7262655263481349,0.794256710484021,0.7939556799550447,-0.48095832208160433,0.1048294924330872,-0.6626343927380748,-0.4383886349260035,0.7127094135793324,-0.6214031388200033,-0.30353439655844555,0.335056269758632,-0.30991402119626776,0.2687772335469503,0.045153209573263936,1.3815029914984398,-1.3483868357642441,-0.26604318637348595,0.733127354486166,0.24564691761418717,1.0081377058543781,-1.2741296979324879,-0.03545765094829978,-0.18268729691703256,0.19280232929396265,-0.19762590706377345,0.42040823250547854,-0.09715841958129949,-0.9603679551368595,-0.42338885525028624,-0.004145923002255623,0.09650838869873408,0.10111249189063216,0.07507943757934904
TCGA-A8-A079,2.161364634191086,0.7327360398192307,-1.0435537727729807,-0.6540610521633788,-0.36820406591579363,-0.3646810367844318,-1.4935266131311549,1.0961883870196518,1.1098619187658467,1.0999929818194698,0.9526601005131263,1.1883595680437922,1.1869683771882145,0.9758945863893088,-1.347745820418107,2.2092116948674505,1.7827714008597597,-0.5303156762453802,1.522269664234281,0.488097053382816,0.9555480678100496,1.8270601198417422,0.11520478463702424,0.5861735551498565,0.21343809397605182,-1.6111435783766512,0.18836526509707424,0.40719024755745464,1.5212715579285292,2.1904363009281362,1.9215297070060628,1.5483694686040528,-0.18268729691703256,0.8543307741644982,1.1598687909301038,1.6327682770705285,0.827106186264091,0.3789901406093155,-0.14464923856635845,-1.0855423778942306,1.6746982326312514,0.10111249189063216,0.07507943757934904
TCGA-A8-A08Z,-0.09931748867625594,-1.0770993302444072,-1.1672054041653523,-0.5909824835309492,-0.8694738057837789,-0.6910542010929687,-1.6678682303769965,1.3619674874965026,1.3900736715802133,1.3753503742672268,-0.36845742271085924,-0.2220191312462289,-0.2211319740467562,1.2526919545308337,0.2878200052762531,-0.9329782854826281,-1.6744900259219626,-1.899552782415079,0.09714329156584355,-0.27512430450564695,-1.7942473272627306,0.3410236667716957,0.625700058350033,-1.2116024638313039,1.0557243115999828,-0.6792462819596823,0.09648431522716742,-0.12474051926912917,0.9945580119283809,-1.1566527576611396,-0.11680346307257569,0.07824893912411565,-0.18268729691703256,0.8302808991596077,-0.7406841549198716,-0.011261189033819464,-0.4517121976784103,-1.870955897034717,-0.9709187980311258,1.4909866923530788,0.09650838869873408,0.10111249189063216,0.07507943757934904
TCGA-A8-A09G,-0.7158988064208134,-0.36551341573882307,-0.030556959949325037,0.05431022469281852,0.0007723333612530516,1.133910671319946,-0.5953454928041431,-0.4400644055179385,-0.4241429152720322,-0.403677020404127,-0.6841969897105482,0.9157194162012108,0.9150823976924608,-1.9356939213238082,-1.025089708177909,0.07270418421150297,0.4491695882904159,-0.7380218484311504,-0.24868561221319566,-1.2337650754919967,0.286824473170933,-1.517182869633194,0.559470575701023,-0.3845470472437392,-1.5730537222044252,-0.14484161599131973,-1.5154583646414137,0.49643614791783913,1.351964884193542,0.19849830719446027,-0.8608832214485129,0.03814499673852562,-0.18268729691703256,-1.2435070076642256,-0.7506305469567212,-0.4904760710400316,0.5709687691663243,0.023706347866440547,-0.12420264433741426,-0.004145923002255623,0.5888620881988992,0.10111249189063216,0.07507943757934904
TCGA-AN-A04A,-0.5782346294970742,0.5201224384688905,1.6934326021243256,1.9770646084705148,2.040644036359887,0.49846444403211876,-0.037038443477741934,1.0675737430386676,1.0224021555870442,1.0400779939675795,-0.03350551352462377,1.8862249435107599,1.8829033298453763,-0.5704713595088071,-0.8750299279629681,-0.6888183125592386,-0.44685220852051727,0.7171595500487771,0.5004340780479183,1.1164734940251517,-0.09410541881247891,0.2869155769966984,0.12016043117018221,-0.03697129396109464,0.44664877183620555,-0.4451691140593935,-0.14502750305005607,0.17004776784294856,-0.6405191308535841,-1.1385409171727459,0.033471539558675455,-0.03545765094829978,-0.18268729691703256,1.3503597323340375,-0.6578944888446698,-1.5747905577813426,0.797756649590182,2.2676019763616044,-0.12420264433741426,-0.004145923002255623,-2.18614456376639,0.10111249189063216,0.07507943757934904
TCGA-AN-A0AJ,1.4052223999313724,0.09177531450677723,-0.6918868987448522,-0.5267850424862309,-0.8282546559721297,-0.4711503847676739,-0.46623835740441233,0.2790942568651548,0.27860764894313894,0.302663214391459,0.5057179764652866,-0.26284788586456814,-0.26022477242985187,1.040975169362647,-3.2484054378984846,0.09054858667971122,-0.13536243421116592,-0.828377397877805,0.257786682070004,-0.34659388959229476,1.1241034939573797,0.39062356788506075,-0.5100305696767493,-0.128807904461314,0.062115772822843654,-0.2653077473177684,0.7261870199347734,-1.1098762919053589,1.169474062456155,1.7473473861848863,0.8234089965900916,0.2635659458102244,-0.9435920404200671,-2.3800105577514032,1.1631954866842926,0.5107820666245367,0.5725713447569756,-0.4105835239476367,-0.12420264433741426,-0.004145923002255623,0.09650838869873408,-3.7699688816446457,0.07507943757934904
TCGA-AN-A0AL,-0.2774331450102732,2.448443130763648,-0.6768585649415617,0.653022472221316,0.14364563422114487,-0.2540644013945347,2.3179143368623656,-1.0364101018293403,-1.033218019917426,-1.046565804173315,1.9585172205302837,-0.5393129611271849,-0.5359250949103944,-0.9403736065767324,-0.4401370328132955,0.9241940375763448,2.06629310370537,0.8891242213551901,1.0993607885281937,-1.096205814238045,0.7001212156779265,-1.6803626503923077,-2.0602178486405056,1.8734423640358617,0.0025835608932745385,0.206037636377323,1.3196256129378607,-2.1224721024037128,-1.5145707361282128,0.3021830885991791,0.026103505384015773,0.5277285935875518,1.8619138947277303,-0.026747201621429434,-0.6562190197611151,0.7775987781035671,1.9273208814649379,0.023706347866440547,-2.2393597634525646,0.1845249419463531,-0.1476266047717373,0.10111249189063216,0.07507943757934904
TCGA-AN-A0AM,-0.17591612621513633,-0.04966039802070918,-0.9905081608136601,-1.232797176845052,-1.6519995970945618,-0.8218170579852486,-0.9988355339359389,-1.4477816361267493,-1.446611392888422,-1.5885745277098924,0.17788203641281466,-1.3578887889645717,-1.352236592828052,-0.9854678710898491,0.44337376522483274,-0.18087828227723618,0.4227799129593753,-0.27310804977246067,-0.5739833220841541,-1.0659792491330375,0.6990535869695959,1.0526685631996229,-0.9474639726262252,-0.3628635356774918,0.6572354058203356,-1.2453377884118522,-0.7617944469758723,-0.7160056332285389,-0.3511839795767504,1.393493825662963,1.1960816414864979,-2.4987614967775706,-0.6390405601974201,1.30684661117974,-0.5382810573901053,0.5638206699402987,-0.01112818920061233,0.023706347866440547,2.0156413186573476,-0.004145923002255623,1.217506919744208,3.1096968426610117,-0.5067793365186125
TCGA-AN-A0FK,-0.873270447376623,-2.1659512763457625,-0.22112285164137874,-0.32768494009565413,-0.19007898637155338,-0.7558631963100897,-0.6827774544565319,1.1938159105711974,1.2949898628982073,1.267951161754715,-1.2151478716085329,0.8985648628299109,0.8979752969420878,1.7652371268919187,-0.8165489028864094,-2.1129743234779705,-0.8050119896549275,0.004220541394542846,-1.4691566534758067,2.4204482713275697,-0.9823969738780723,1.2040943182108454,0.3184500322078437,-1.5286732548453095,1.3347471588198276,-0.957657186647843,-0.6007298324433196,-1.259181694896329,0.885380641923728,-1.1614753731485696,-1.901635169932305,-0.9639367072648188,-0.18268729691703256,0.5251170762555968,-1.2816541683987515,-2.4235796339453417,-0.12244717065095437,0.11142904195976752,0.8820796236252011,0.18631246790193848,-1.5635346639024206,0.10111249189063216,0.07507943757934904
TCGA-AN-A0FL,-0.04620964542983144,0.7273686007414252,-0.530473521019942,-0.5075454556194948,-0.8297873563960237,0.05679275319364907,1.634600053151889,-0.9282771319078078,-0.935854024852355,-0.9316298527192522,0.24163169717409222,-0.2680808319832764,-0.236615839526785,-0.41410647479299467,0.005904591120188398,-0.0234410221745704,1.8176473089180571,1.365418477256925,0.2299371993065317,-0.5087078137403639,-0.7969617377788758,-0.9239277067374109,0.10616353971262196,0.5411552855397014,-0.5509931132261857,1.8195732896890098,0.05854603306801033,0.17004776784294856,-1.0223201967056923,-0.5489099719839418,-0.16438328395807766,0.021089187421970017,2.174233933334925,-0.726194837963227,-0.11062733380076446,0.9407308494323029,-0.01112818920061233,0.5749516343737372,-0.12420264433741426,-0.004145923002255623,0.3057741740792406,0.10111249189063216,-0.08761315804139948
TCGA-AO-A03O,0.5683902816828074,0.539344522408874,-0.3871907355788358,-0.458288137848926,-0.3043622647375326,-0.3356488887219539,-1.264888004114639,0.8268908034570555,0.8727370026468823,0.809318445752784,0.043762182167375874,-0.15290724795313468,-0.15058825035882217,0.25825744759748587,-0.6052705679882471,0.6991448929491711,1.1904486198636695,0.46868227944967206,-0.1337061120577552,0.10388799763009361,-0.11831425558705749,0.6965626462266336,-0.8575407858427966,0.15379099975873758,-0.6099984513149462,-1.5384975117833797,-0.3165028560345051,1.5208762299087781,0.9970075829954242,0.487647835380394,1.0446526808838352,0.6660024558982832,0.09880590445965169,0.49858011220266757,0.18798528565893458,1.0733551375568728,-0.01112818920061233,-0.11117941393385113,0.41492512030824014,-1.642182432877676,-0.4779977546486507,1.140372643727825,0.07507943757934904
TCGA-AO-A0J6,0.16662148158271167,-0.2823018262627471,1.091170076971698,0.9573135824499752,0.9700698376852079,-0.14805487832063743,0.6221784087983887,0.3009842225670346,0.3425192084528729,0.33885417719476185,-0.9253839704462414,-0.24260088344636785,-0.24003377691022013,0.7554323386029251,-0.07152331411704274,0.2514892685923946,0.5175561895577862,-0.44104744062511836,-1.164336946834819,0.9795485699175723,-0.43915415894267357,0.5545156938531168,-0.19261437578516646,-0.596301104780724,0.1563174341328483,1.8974557310569344,0.7394169692446401,-0.09797378770976332,0.09474481491168267,-1.3659154097747763,-0.26222150567210784,-0.8160166256825562,-0.18268729691703256,0.0004370435102805617,-1.0665863554591815,-1.831740196055845,-0.1104135538254042,-1.600243468747622,0.26801489899726877,2.204251939677044,-0.4367521118610623,0.10111249189063216,0.07507943757934904
TCGA-AO-A0J9,-0.8921807572936401,-0.4117847171338361,0.16362073907057972,0.04275231717557878,0.2464371958604098,-0.5614988837979572,-0.25585695753652693,1.1577080413584548,1.2380607117228797,1.197071914242606,-0.9082778838502986,-0.08830091118717727,-0.0861606264944291,0.9791008862136814,1.1569405555245258,-1.23635765059531,-0.9335566436322831,-0.8994059623518238,-0.6968668462713539,1.0560827180416703,-1.6080171697089147,1.0530533266907227,0.8597028270415569,0.27056364448076803,0.9946821665501032,-0.5686631497577175,0.47100364567372277,0.649372157338704,0.6697111640391896,-1.6396528751634238,-0.5407500376606976,-0.924447763366673,-0.18268729691703256,1.0685613686320516,-0.8414522055921729,-0.011261189033819464,-0.01112818920061233,-0.32464629797323,0.8276630775173754,-0.004145923002255623,-1.2059237490571888,1.7436315908358164,2.2335743572097644
TCGA-AO-A0JC,-1.6112284364099072,-1.0010260444690073,-0.682549544552398,-0.21777369629692722,-0.8207625613416397,-0.10764165513577824,-0.5036569871948134,1.465959397590045,1.5303956165330945,1.5167378033226673,-1.3395716803967759,0.8217651411129901,0.8340969270947611,0.09506198400104537,0.9869252629489194,-1.2349822706994715,-1.8867900468375944,0.8295424390561011,-0.8920271482070783,1.2269883902573493,-1.1482917388368332,1.643151901980437,1.3315114281952212,-0.1736551887238213,-1.1646420091629404,-0.553451607452666,-0.019932222817862513,-1.9146420817933185,0.3640324222606903,-1.3193100734651735,-0.11680346307257569,1.4915747879335652,-0.18268729691703256,1.241858014903093,-1.6907390891861411,-0.011261189033819464,0.3294619017487443,0.09874309060046436,1.7857280290720263,1.5093548454607895,0.09650838869873408,0.10111249189063216,0.07507943757934904
